state,school,userId,school,state,Lat,Long
AL,Hartfield Academy,1,,,32.3481521,-90.0487136
AL,Hartselle,1,,,34.4434282,-86.9352842
AL,Hartselle High School,1,,,34.4552687,-86.9212357
AL,Hayden High School,2,,,33.8868942,-86.76822240000001
AL,Helena,1,,,33.296224,-86.8436004
AL,Helena High School,1,,,33.2764729,-86.8690103
AL,Hewitt Trussville High School,1,,,33.665161,-86.5903385
AL,Hewitt-Trussville Middle School,2,,,33.6556051,-86.59416259999999
AL,Highland High School,1,,,,
AL,Homeschool,1,,,,
AL,Homewood High School,3,,,33.4602985,-86.79080929999999
AL,Homewood Middle School,4,,,33.4774024,-86.8110739
AL,Homewood Middle School ,1,,,33.4774024,-86.8110739
AL,Homewood middle school ,1,,,33.4774024,-86.8110739
AL,Hoover High School,4,,,33.3440496,-86.83850699999999
AL,Horseshoe Bend High School,1,,,33.014341,-85.8042667
AL,Hueytown High School,1,,,33.43043,-87.033017
AL,Huffman High School-Magnet,2,,,33.6112208,-86.6831918
AL,Huntsville High School,1,,,34.7134218,-86.5840735
AL,Jacksonville High School,1,,,33.7884112,-85.7779559
AL,James Clemens High School,1,,,34.7061372,-86.7913915
AL,Jasper High School,1,,,33.8342639,-87.2579288
AL,Jemison High School,1,,,32.96510689999999,-86.74816489999999
AL,John Carroll Catholic High School,1,,,33.4437654,-86.83252019999999
AL,John Rolfe middle school ,1,,,37.4765853,-77.3728942
AL,Johnny Oldman School,1,,,66.0488889,-154.2555556
AL,Joliet West High School,1,,,41.5283983,-88.1265458
AL,Klein Oak High School,1,,,30.09678589999999,-95.5179124
AL,Lamar High School,1,,,29.7408326,-95.4257715
AL,Loveless Academic Magnet Prog High School,1,,,32.331005,-86.2472342
AL,Lutheran High School East,1,,,41.5208736,-81.55110859999999
AL,Lyman Ward Military Academy,1,,,32.8028839,-85.6607222
AL,Madison Academy,1,,,34.7050932,-86.7056083
AL,Manchester Middle School,1,,,,
AL,Mary G Montgomery High School,1,,,30.7801871,-88.27850649999999
AL,McAdory High School,1,,,33.3314371,-87.00117759999999
AL,McAdory Middle School,1,,,33.3278151,-87.00232129999999
AL,Meek High School,1,,,34.07982,-87.2131811
AL,Meridianville Middle School,1,,,34.8925192,-86.5741066
AL,Montgomery Academy,1,,,32.350958,-86.259948
AL,Montgomery Catholic Preparatory School,2,,,32.3400861,-86.21600269999999
AL,Mortimer Jordan High School,1,,,33.7864043,-86.7664763
AL,Mount Sinai High School,1,,,40.940084,-73.02720359999999
AL,Mountain Brook High School,1,,,33.4904353,-86.7123891
AL,Mountain Brook Junior High ,1,,,33.4934281,-86.75658039999999
AL,Mt Brook High School,1,,,33.4904353,-86.7123891
AL,Murrieta Valley High School,1,,,33.5637931,-117.2309993
AL,New Brockton ,1,,,31.3857239,-85.9293861
AL,New Life Christian Academy ,1,,,,
AL,Newsome High School,1,,,27.85793,-82.2046929
AL,Newtown Middle School,1,,,40.2278194,-74.9502672
AL,Nichols Lawson Middle School,1,,,33.1875517,-86.239905
AL,Northridge High School,1,,,,
AL,Opelika High School,1,,,32.6682246,-85.3694759
AL,Opelika Middle School,3,,,32.660344,-85.384823
AL,Opelika middle school,1,,,32.660344,-85.384823
AL,Opp High School,3,,,31.2883874,-86.23937049999999
AL,Patrician Academy,1,,,32.082369,-88.22557599999999
AL,Pelham High School,2,,,33.3102492,-86.8221068
AL,Perkiomen School,1,,,40.399673,-75.503798
AL,Pike Liberal Arts School,1,,,31.7823349,-85.9426703
AL,Pike Road High School,3,,,32.3552379,-86.10171760000001
AL,Pinson Valley High School,1,,,33.704148,-86.6686481
AL,Piscataway High School,1,,,40.5469455,-74.4719624
AL,Prattville Christian Academy,1,,,32.4795135,-86.40552079999999
AL,Priceville High School,1,,,34.5495407,-86.8971354
AL,R.F Bumbus Middle School,1,,,33.3311625,-86.8545489
AL,Radnor Shs,1,,,40.0462208,-75.3599105
AL,Ramsay High School,2,,,33.497616,-86.798457
AL,Rehobeth High School,1,,,31.121231,-85.4578171
AL,Robertsdale High School,1,,,30.5403684,-87.7070713
AL,Rogers Middle School,1,,,,
AL,Russell County High School,1,,,32.3338061,-85.1506911
AL,Russell Middle School,1,,,,
AL,Saint James School,1,,,32.337211,-86.206625
AL,Saks Middle School,1,,,33.7010713,-85.8343664
AL,Samuel Clemens High School,1,,,29.563166,-98.2655987
AL,Sanford Middle School,1,,,32.49687,-85.3963211
AL,Smiths Station High School,3,,,32.5214451,-85.07929229999999
AL,Smiths Station Junior High School,3,,,32.5351627,-85.0999066
AL,South Baldwin Christian Academy,1,,,30.325134,-87.681584
AL,South Iredell High School,1,,,35.7163892,-80.9105132
AL,Spain Park,1,,,33.3920428,-86.7288071
AL,Spain Park High School,6,,,33.3920428,-86.7288071
AL,Spanish Fort High School,2,,,30.68861,-87.8540171
AL,Sparkman High School,5,,,34.8342964,-86.7160853
AL,St Anthonys High School,1,,,40.8124553,-73.3886134
AL,Sylacauga High School,2,,,33.1635565,-86.2615689
AL,Temecula Valley High School,1,,,33.5024557,-117.1168468
AL,Thompson High School,1,,,33.222801,-86.8451459
AL,Trinity Presbyterian School,3,,,32.353775,-86.23371399999999
AL,Valley High School,1,,,,
AL,Valley View High School,1,,,,
AL,Vestavia Hills High School,3,,,33.4196815,-86.78050859999999
AL,Virgil Grissom High School,1,,,34.6426691,-86.576543
AL,W.F Burns Middle School,2,,,32.8061975,-85.1960137
AL,Waterloo High School,1,,,34.9186335,-88.0645722
AL,Wayside Middle School,1,,,32.8799292,-97.3897526
AL,Wesleyan School,1,,,33.97127560000001,-84.2164971
AL,West Boca High School,1,,,26.361898,-80.24772709999999
AL,West Morgan High School,1,,,34.5851201,-87.078035
AL,West Point High School,1,,,34.237385,-86.962892
AL,Wetumpka High School,1,,,32.552304,-86.2224178
AL,William Amos Hough High School,1,,,35.4687652,-80.8279037
AL,east limestone high school ,1,,,34.7833247,-86.8336075
AL,jcib ,1,,,33.5422649,-86.66669379999999
AL,mountain brook,1,,,33.5009384,-86.75221069999999
AL,pelham park middle school ,1,,,33.3071823,-86.80829620000002
AL,pike liberal ,1,,,31.7823349,-85.9426703
AL,prince of peace,1,,,,
AL,slinger middle school 6th grade ,1,,,43.3308172,-88.2665178
AL,st Mary’s,1,,,,
AR,Alpena High School,1,,,45.0560664,-83.4675492
AR,Athens Middle School,1,,,34.8033576,-86.95025270000001
AR,BMS,1,,,,
AR,Benton Junior High School,1,,,34.5673926,-92.57430719999999
AR,Bentonville High School,2,,,36.35172420000001,-94.1954077
AR,Bentonville West High School,1,,,36.3775561,-94.2963597
AR,Bryant High School,2,,,34.624568,-92.4995407
AR,Catholic High School for Boys,1,,,34.7568934,-92.34432849999999
AR,Central Arkansas Christian School,1,,,34.8155479,-92.3550643
AR,Clinton High School,1,,,,
AR,Comm Central (HomeSchool),1,,,32.708655,-96.99944339999999
AR,Danville High School,1,,,35.0515323,-93.3919563
AR,Elmwood middle school,1,,,36.3178973,-94.1365031
AR,Fayetteville High School,3,,,36.0580062,-94.17407589999999
AR,Fountain Lake Middle School,1,,,34.6046739,-92.9265606
AR,Greenwood High School,2,,,35.2198584,-94.25224730000001
AR,Grimsley Junior High School,1,,,36.3467224,-94.3016971
AR,HomeSchooled,1,,,,
AR,Lake Hamilton Junior High School,1,,,34.4409996,-93.2105637
AR,Lakeside Junior High,1,,,36.1567549,-94.0872145
AR,Life Way Christian School,1,,,36.3579807,-94.2880952
AR,Little Rock Christian Academy,1,,,34.8129546,-92.4808923
AR,Lonoke High School,2,,,34.7807192,-91.9040879
AR,Manila middle school ,1,,,35.8789186,-90.15864239999999
AR,Mansfield High School,1,,,,
AR,Marion High School,2,,,,
AR,Mountain Home High School,1,,,36.3315465,-92.3969759
AR,Northside High School,1,,,,
AR,Prairie Grove High School,1,,,35.9815764,-94.3244138
AR,Ramsey Junior High School,1,,,35.3518771,-94.4112967
AR,Rison High School,1,,,33.9545135,-92.1876309
AR,Rogers High School,1,,,36.299969,-94.1467358
AR,Sheridan High School,1,,,34.3118382,-92.4080754
AR,Shiloh Christian,1,,,36.1688725,-94.15560479999999
AR,Shiloh Christian School,1,,,36.1688725,-94.15560479999999
AR,Siloam springs middle school,1,,,36.1799987,-94.5559231
AR,South Side High School,1,,,41.05239,-85.1367542
AR,Southside High School,3,,,35.3487722,-94.3875396
AR,Valley View High School,2,,,,
AR,Valley View Jr High,1,,,,
AR,Valley View Jr high school,1,,,39.6816482,-84.43090049999999
AR,Valley View Junior High School,1,,,39.6816482,-84.43090049999999
AR,White Hall High School,1,,,34.2834848,-92.1103191
AR,Williamsport Area Shs,1,,,41.3286247,-77.0794705
AR,garret memorial Christian school,1,,,33.6808974,-93.61758189999999
AZ,7th grade,1,,,,
AZ,American Leadership Academy - Queen Creek,1,,,33.2328936,-111.6539993
AZ,American Leadership Academy Queen Creek,3,,,33.2328936,-111.6539993
AZ,Apache Junction High School,1,,,33.3917694,-111.5617828
AZ,Apollo High School,1,,,33.5542545,-112.1599334
AZ,Arcadia High School,1,,,33.4933776,-111.9816129
AZ,Arizona State University Preparatory Academy,1,,,33.4540481,-112.0639724
AZ,Az Compass Prep School,1,,,33.3370988,-111.8440962
AZ,Basha High School,1,,,33.2209357,-111.7590658
AZ,Belen Soto Elementary,1,,,33.5004934,-112.4587655
AZ,Benson High School,1,,,31.9628372,-110.2996354
AZ,Boulder Creek High School,3,,,33.8508248,-112.1412191
AZ,Brophy College Preparatory,3,,,33.5048424,-112.0721627
AZ,Buckeye Union High School,1,,,33.2706804,-112.762883
AZ,Cactus Shadows High School,6,,,33.7848147,-111.9562547
AZ,Camille Casteel Middle School,2,,,34.0489281,-111.0937311
AZ,Canyon Del Oro High School,1,,,32.3751091,-110.9724179
AZ,Canyon View High School,8,,,33.5239885,-112.4642431
AZ,Castle Dome Middle School,1,,,32.6856134,-114.4891166
AZ,Catalina Foothills High School,2,,,32.3063878,-110.8997204
AZ,Centennial High School,1,,,33.6158936,-112.2299557
AZ,Chaparral High School,3,,,33.576638,-111.932348
AZ,Combs High School,1,,,33.2772965,-111.5383528
AZ,Corona Del Sol High School,2,,,33.3258456,-111.9263833
AZ,Desert Mountain High School,2,,,33.5888419,-111.8092237
AZ,Desert Mountain High school ,1,,,33.5888419,-111.8092237
AZ,Desert Vista High School,2,,,33.2957714,-112.0151679
AZ,Diamond Canyon,1,,,33.8485193,-112.1003599
AZ,Dysart High School,1,,,33.5910492,-112.3397377
AZ,Eastmark High School,1,,,33.3221646,-111.6265413
AZ,Empire High School,1,,,32.0882672,-110.7649801
AZ,Estrella Foothills High School,3,,,33.3274961,-112.422533
AZ,Flowing Wells High School,1,,,32.2743911,-110.9961092
AZ,Greenfield,1,,,33.3284124,-111.7384345
AZ,Hamilton High School,11,,,33.252997,-111.8434998
AZ,Heritage Academy,1,,,33.4141932,-111.8317189
AZ,Heritage Academy Maricopa,1,,,33.0482957,-112.0081749
AZ,Highland High School,1,,,33.3621447,-111.6982119
AZ,Higley High School,1,,,33.2936725,-111.7017509
AZ,Home School Experience,1,,,,
AZ,Horizon High School,7,,,33.6250868,-111.9589997
AZ,Kofa High School,1,,,32.672964,-114.6354361
AZ,Legacy Traditional School - Queen Creek,1,,,33.2581798,-111.5737452
AZ,Liberty High School,6,,,33.685553,-112.2664751
AZ,Mesquite High School,1,,,33.3406703,-111.8254668
AZ,Milford Junior High School,1,,,39.1815038,-84.2367261
AZ,Millennium High School,8,,,33.4945373,-112.3772714
AZ,Mountain Pointe High School,1,,,33.3267199,-111.991614
AZ,Mountain View High School,3,,,33.4387311,-111.7721135
AZ,Nogales High School,1,,,31.3671436,-110.9501852
AZ,Notre Dame Preparatory,1,,,33.63700490000001,-111.8703104
AZ,Odyssey Institute for Advanced and International Studies,1,,,33.4327075,-112.5027706
AZ,Odyssey Middle School,1,,,34.0489281,-111.0937311
AZ,Paradise Valley High School,1,,,33.6410706,-111.998065
AZ,Pinnacle High School,5,,,33.6795278,-112.0077805
AZ,Prescott High School,3,,,34.5613811,-112.477208
AZ,Queen Creek High School,5,,,33.2479639,-111.6053937
AZ,Queen Creek Junior High,2,,,33.2621216,-111.6340508
AZ,Raymond S. Kellis,2,,,33.5462442,-112.2527456
AZ,Red Mountain High School,4,,,33.4353912,-111.6738045
AZ,Rincon High School,1,,,32.2275013,-110.8886923
AZ,Salpointe Catholic High School,1,,,32.2566856,-110.949713
AZ,San Tan Charter School,2,,,33.34961500000001,-111.705742
AZ,Sandra Day O'Connor High School,4,,,33.717254,-112.136518
AZ,Scottsdale Christian Academy ,1,,,33.617367,-111.979048
AZ,Show Low High School,1,,,34.2609674,-110.0490844
AZ,Skyline Prep High School,1,,,33.3790113,-111.9974215
AZ,Sonoran Trails Middle School,1,,,33.7333002,-111.9625692
AZ,South Valley Junior High,1,,,33.3131822,-111.7736154
AZ,Sunnyslope High School,1,,,33.5675051,-112.07789
AZ,Sunrise Mountain High School,1,,,33.6773264,-112.2383044
AZ,Thunderbird High School,2,,,33.6122973,-112.0961612
AZ,Tucson Magnet High School,1,,,32.2270858,-110.9616089
AZ,Valley Vista High School,2,,,33.6262088,-112.3858886
AZ,Verrado High School,1,,,33.4947782,-112.4914497
AZ,West Point High School,1,,,33.4725294,-112.3105689
AZ,White Cliffs Middle School,1,,,35.2269463,-113.9745475
AZ,Williams Field High School,2,,,33.3143628,-111.723969
AZ,Willis JHS,1,,,33.2971004,-111.8220316
AZ,Xavier College Preparatory,2,,,33.5053929,-112.0657845
AZ,fulton elementary,1,,,33.2359902,-111.8467977
AZ,trivium preparatory academy ,1,,,33.469083,-112.3742708
CA,12u,1,,,36.778261,-119.4179324
CA,7th Grade,1,,,,
CA,ABA Academy ,1,,,,
CA,ASEC Early College,1,,,36.778261,-119.4179324
CA,Adelanto High School,1,,,34.5309244,-117.4411642
CA,Adolfo Camarillo High School,1,,,34.2181293,-119.0084031
CA,Alhambra High School,1,,,34.0929744,-118.1284232
CA,Aliso Niguel High School,1,,,33.5617208,-117.7193706
CA,Almaden Country Day School,1,,,37.21912409999999,-121.8516029
CA,Alta Loma High School,1,,,34.1224113,-117.6120265
CA,American High School,1,,,37.5644828,-122.0164373
CA,Apple Valley High School,1,,,34.467192,-117.189447
CA,Aquinas High School,2,,,34.1419897,-117.2451981
CA,Aragon High School,1,,,37.5507301,-122.3299256
CA,Archbishop Mitty High School,2,,,37.3142929,-121.9936294
CA,Arlington High School,1,,,33.9149369,-117.4278179
CA,Arnold O. Beckman High School,1,,,33.7171051,-117.7806351
CA,Arrowhead Christian Academy,3,,,34.0528106,-117.2008666
CA,Arroyo Grande High School,1,,,35.1161386,-120.5806311
CA,Arroyo High School,1,,,37.6795647,-122.1382603
CA,Aspire Benjamin Holt College Preparatory Academy,1,,,38.037631,-121.2740172
CA,Bakersfield Christian High School,1,,,35.3526963,-119.1440181
CA,Barrington Municipal High School,1,,,43.580285,-65.6158295
CA,Barstow High School,1,,,34.8945237,-117.028571
CA,Bear Creek High School,1,,,38.0508285,-121.353141
CA,Beaumont Senior High School,3,,,33.9294606,-116.977248
CA,Bellflower High School,1,,,33.8928249,-118.114798
CA,Berean Christian High School,2,,,37.9138719,-122.032712
CA,Berkeley High School,1,,,37.8674707,-122.2714149
CA,Best Acdemy,1,,,11.0183867,76.96881979999999
CA,Beverly Hills High School,1,,,34.0614638,-118.410425
CA,Bidwell Junior High School,1,,,39.7585686,-121.8382871
CA,Bishop Alemany High School,1,,,34.2749238,-118.4612937
CA,Bishop Amat High School,1,,,34.0543703,-117.9646098
CA,Bishop O Dowd High School,4,,,37.7533711,-122.1553044
CA,Blair High School,1,,,34.126399,-118.1461844
CA,Bluevale Collegiate Institute,1,,,43.4751942,-80.50002309999999
CA,Bonita High School,4,,,34.1077894,-117.7660346
CA,Bonita Vista High School,1,,,32.6459088,-116.9995559
CA,Boost training facility,1,,,33.8918463,-117.5697275
CA,Boy’S Latin School Of Maryland,1,,,39.372573,-76.63630739999999
CA,Bristow Middle School ,1,,,37.9380318,-121.7152997
CA,Buchanan High School,1,,,36.8578709,-119.712578
CA,Buena Park High School,1,,,33.8627472,-117.9784927
CA,Burbank High School,1,,,34.18728900000001,-118.3142657
CA,Cajon High School,2,,,34.1769133,-117.3094582
CA,Calabasas High School,1,,,34.1388496,-118.6274199
CA,California High School,2,,,33.974379,-118.0420282
CA,California connections Academy ,1,,,33.4781546,-117.6708643
CA,Canyon High School,2,,,33.8471403,-117.7883558
CA,Canyon Hills,1,,,33.6633357,-117.2397388
CA,Capistrano Valley Christian Schools,1,,,33.4976254,-117.6703816
CA,Capuchino High School,1,,,37.6103814,-122.4072514
CA,Cardinal Newman High School,1,,,38.4932402,-122.7413707
CA,Carlsbad High School,3,,,33.158016,-117.3424387
CA,Carmel High School,1,,,36.554223,-121.909252
CA,Carmel Valley Middle School,1,,,32.9474882,-117.2311148
CA,Centennial High School,2,,,33.8581918,-117.5454121
CA,Central Valley High School,1,,,37.5792271,-120.9582765
CA,Cerritos High School,1,,,33.8648316,-118.0652925
CA,Cesar Chavez High School,1,,,38.0123478,-121.2697505
CA,Cesar Chavez Middle school,1,,,36.778261,-119.4179324
CA,Chaminade College Preparatory High School,1,,,34.2074492,-118.6356413
CA,Chaminade College Preparetory,3,,,34.2074492,-118.6356413
CA,Chaparral High School,2,,,33.5383361,-117.1475581
CA,Chino Hills High School,1,,,33.9598379,-117.686945
CA,Christensen Middle School,1,,,37.7256369,-121.7287899
CA,Christian Brothers High School,1,,,38.535509,-121.464157
CA,Christopher High School,2,,,37.0377979,-121.6007607
CA,Cielo Vista Charter,1,,,33.8132317,-116.5014838
CA,Citrus Valley High School,4,,,34.0826358,-117.1923902
CA,Clairemont High School,1,,,32.8092188,-117.202168
CA,Claremont High School,2,,,34.1124707,-117.7224185
CA,Classical Academy High School,1,,,33.1242182,-117.0806564
CA,Clovis High School,1,,,36.8173754,-119.6815197
CA,Colony High School,3,,,34.0182881,-117.5690322
CA,Convent ,1,,,36.778261,-119.4179324
CA,Corona Del Mar High School,2,,,33.6337259,-117.8777887
CA,Crean Lutheran High School,1,,,33.7022287,-117.7318266
CA,Crespi Carmelite High School,1,,,34.1618989,-118.5213686
CA,D. Russell Parks Junior High School,1,,,33.8917733,-117.9532235
CA,De La Salle High School,3,,,37.93416759999999,-122.031717
CA,Del Norte High School,2,,,33.0144484,-117.1214139
CA,Delta High School,1,,,38.41602,-121.5299529
CA,Diablo view middle school ,1,,,37.9305814,-121.9221921
CA,Dodson Middle School,1,,,33.7661051,-118.315537
CA,Dorothy Mcelhinney,1,,,33.6112509,-117.1335486
CA,Downey High School,1,,,33.9388561,-118.128743
CA,Dublin High School ,1,,,37.7203614,-121.9241051
CA,EM sports academy ,1,,,,
CA,Eastlake High School,1,,,32.640323,-116.9676282
CA,Eastlake Middle School,1,,,32.6547035,-116.9480097
CA,El Dorado High School,3,,,33.8924447,-117.8555898
CA,El Modena High School,1,,,33.790774,-117.811396
CA,Eleanor Roosevelt High School,3,,,33.9539247,-117.5676163
CA,Elite Academy,3,,,,
CA,Elsinore High School,2,,,33.6236815,-117.2780365
CA,Em Academics,1,,,36.778261,-119.4179324
CA,Em Speed And Power,1,,,34.0984741,-117.5425942
CA,Ensign Intermediate School,1,,,33.6190208,-117.9164558
CA,Escalon High School,1,,,37.7998943,-120.996292
CA,Eureka Senior High School,1,,,40.7903788,-124.1588747
CA,Fairfield High School,1,,,38.2758633,-122.0310756
CA,Fallbrook High School,1,,,33.3259133,-117.2205771
CA,Foothill High School,3,,,37.6725157,-121.9198812
CA,Franklin High School,1,,,38.3928492,-121.4301809
CA,French American international School,1,,,,
CA,Fullerton Union High School,1,,,33.8744589,-117.9202874
CA,Gabrielino High School,1,,,34.082969,-118.0920652
CA,Gladstone High School,1,,,34.1048782,-117.9136796
CA,Glendora High School,1,,,34.1342912,-117.835489
CA,Grace Brethren Jr Sr High School,2,,,34.2638166,-118.7507601
CA,Granite Bay High School,1,,,38.732337,-121.21343
CA,Granite Hills High School,2,,,32.7983445,-116.9144686
CA,Granite Mountain Charter School,1,,,34.4100808,-116.9074592
CA,Granite ridge,1,,,35.4555555,-120.5730555
CA,Great Oak High School,2,,,33.4528004,-117.0923252
CA,Grossmont High School,2,,,32.7830796,-116.9876564
CA,Hanford West High School,1,,,36.3302795,-119.6628806
CA,Helix High School,1,,,32.7540368,-117.0367963
CA,Henry High School,2,,,32.7978324,-117.0517868
CA,High Tech High School,1,,,40.8099651,-74.0142978
CA,Hillview Middle School,1,,,37.4398563,-122.1954324
CA,Holy Names High School,1,,,37.8394106,-122.2309272
CA,Holy Trinity School,1,,,36.778261,-119.4179324
CA,Homeschool (Fl),1,,,,
CA,Hughes Middle School,1,,,33.8280861,-118.1803692
CA,Huntington Beach High School,5,,,33.6979586,-117.9951862
CA,Huron Heights Secondary School,1,,,44.06432299999999,-79.446758
CA,Irvington High School,1,,,37.5238641,-121.9669902
CA,Issac L. Sowers Middle School,1,,,33.664305,-117.965023
CA,James C. Enochs High School,1,,,37.6902286,-120.9355504
CA,James Logan High School,1,,,37.5899329,-122.0268595
CA,James Workman ,1,,,33.8313967,-116.452539
CA,John F Kennedy High School,1,,,34.2757507,-118.4875824
CA,John F. Kennedy High School,1,,,34.2757507,-118.4875824
CA,John Glenn Middle School,1,,,33.720811,-116.274864
CA,Jserra Catholic High School,1,,,33.5208645,-117.6682319
CA,Junipero Serra (Gardena),1,,,33.8964745,-118.3166277
CA,Junipero Serra High School,1,,,37.5460058,-122.3172819
CA,Kingsburg High School,1,,,36.4777331,-119.5803605
CA,La Canada High School,1,,,34.1930688,-118.1786584
CA,La Costa Canyon High School,1,,,33.0733854,-117.2303955
CA,La Habra High School,3,,,33.9362899,-117.9570758
CA,La Jolla Country Day School,1,,,32.8785958,-117.2167279
CA,La Mirada High School,1,,,33.908257,-118.0030685
CA,La Quinta Middle School,1,,,33.6875092,-116.2865845
CA,La Salle High School,1,,,34.1610099,-118.0692575
CA,Laguna Beach High School,1,,,33.541932,-117.775651
CA,Laguna Creek High School,1,,,38.4288905,-121.4276274
CA,Lancaster High School,1,,,34.6939529,-118.1894258
CA,Langenburg Central School,1,,,50.847037,-101.7057594
CA,Leadership Public Schools - Hayward,1,,,37.6232607,-122.0868974
CA,Legacy Academy,1,,,,
CA,Liberty High School,2,,,37.9358021,-121.6931858
CA,Lincoln Elementary,1,,,36.778261,-119.4179324
CA,Lincoln High School,1,,,38.8955654,-121.2991128
CA,Literacy First Charter School,1,,,32.7874342,-116.9526611
CA,Long Beach Polytechnic High School,1,,,33.7869909,-118.1834191
CA,Los Gatos High School,1,,,37.2225077,-121.9759487
CA,Los Osos High School,2,,,34.1451843,-117.5567794
CA,Loyola High School,1,,,34.0449657,-118.2960639
CA,Lutheran High School - Orange County,1,,,33.8252956,-117.8281979
CA,Maranatha High School,2,,,34.1428102,-118.1569963
CA,Marin Catholic High School,1,,,37.9515653,-122.536082
CA,Marston Middle School,1,,,32.808572,-117.2005807
CA,Mater Dei Catholic High School,1,,,32.620677,-116.975842
CA,Mater Dei High School,5,,,33.7262194,-117.8841454
CA,Mayfair High School,2,,,33.8642222,-118.1161944
CA,McAuliffe Middle School,1,,,33.8083011,-118.0617859
CA,Meadowbrook Middle School,1,,,32.9647547,-117.0646681
CA,Mercy High School,1,,,37.582864,-122.3831415
CA,Merrill F. West High School,1,,,37.7480485,-121.4473426
CA,Mesa View middle school,1,,,33.7059213,-118.0113277
CA,Methodschools,2,,,33.561225,-117.2091761
CA,Middletown High School,1,,,38.7548857,-122.6142443
CA,Mill Valley Middle School,1,,,37.8973695,-122.5282576
CA,Millikan High School,1,,,33.8081332,-118.1114995
CA,Mills High School,1,,,37.59345769999999,-122.3896644
CA,Mira Mesa High School,2,,,32.9108673,-117.140415
CA,Mission Bay High School,1,,,32.8012022,-117.2236718
CA,Mission Hills High School,1,,,33.1445798,-117.1418819
CA,Mission Viejo High School,1,,,33.5967089,-117.6718547
CA,Mission Vista High School,1,,,33.2556817,-117.2643878
CA,Monache High School,1,,,36.0829233,-119.0511295
